,words,rating,tips,tips_code,steps,step_code,tips_groups,tips_groups_code
10521,you re just another asshole to me,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10522,you re just another evil waiting to happen,0,"labelling,morality",393,facts,4,judgemental,87
10523,you re just another lunatic,0,"labelling,morality",393,facts,4,judgemental,87
10524,you re just being selfish,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10525,you re just blowing smoke,1,generalisation,303,facts,4,judgemental,87
10526,you re just doing what you want to do,2,generalisation,303,facts,4,judgemental,87
10527,you re just like a worm,1,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10528,you re just lying to everyone to make yourself look good when in reality you re a baloney,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10529,you re just messing around,0,"provocation,generalisation",517,facts,4,"provocation,judgemental",145
10530,you re such a loser,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
10531,you re just talking nonsense,1,generalisation,303,facts,4,judgemental,87
10532,you re just talking nonsense,1,generalisation,303,facts,4,judgemental,87
10533,you re just trying to make me feel guilty,1,reproach,561,"facts,emotions",5,fault,63
10534,you re kind of a sicko,1,labelling,379,facts,4,judgemental,87
10535,you re kind of blaming yourself for having such emotions in that circumstance is that it ?,4,empathy,176,facts,4,empathy,11
10536,you re late all the time,1,generalisation,303,facts,4,judgemental,87
10537,you re laughing asshole well at least one of you is laughing,0,provocation,494,facts,4,provocation,138
10538,you re lazy it s at a competency level,1,labelling,379,facts,4,judgemental,87
10539,you re less ugly today,0,comparison,97,facts,4,judgemental,87
10540,you re like a rooster that barks all the time,1,"comparison,provocation",105,facts,4,"provocation,judgemental",145
10541,you re living trash,0,labelling,379,facts,4,judgemental,87
10542,you re looking for trouble,0,interpretation,355,facts,4,judgemental,87
10543,you re lost you re just a con man,0,labelling,379,facts,4,judgemental,87
10544,you re making a big deal out of it,1,interpretation,355,facts,4,judgemental,87
10545,you re making everybody laugh at you acting like an idiot,1,"provocation,generalisation",517,facts,4,"provocation,judgemental",145
10546,you re making me sad,2,generalisation,303,"facts,emotions",5,judgemental,87
10547,you re making people sad over nothing,1,generalisation,303,"facts,emotions",5,judgemental,87
10548,you re messing with me,1,interpretation,355,facts,4,judgemental,87
10549,you re mine and i m yours,4,positivebias,461,"facts,emotions",5,positivebias,131
10550,you re more selfish than me,1,comparison,97,"facts,emotions",5,judgemental,87
10551,you re my baby,4,positivebias,461,"facts,emotions",5,positivebias,131
10552,you re my prince princess,4,positivebias,461,"facts,emotions",5,positivebias,131
10553,you re my sunshine,4,positivebias,461,"facts,emotions",5,positivebias,131
10554,you re neurotic,0,labelling,379,facts,4,judgemental,87
10555,you re no better than anyone else stop showing off,0,"comparison,unsolicited",110,facts,4,"judgemental,unsolicited",94
10556,you re no good for anything,0,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
10557,you re no longer of any use,0,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
10558,you re no match for me,1,comparison,97,facts,4,judgemental,87
10559,you re no more special than anyone else,1,comparison,97,facts,4,judgemental,87
10560,you re not a little bit of an idiot,1,provocation,494,facts,4,provocation,138
10561,you re not a man you re a wimp,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10562,you re not allowed to do this kind of thing,2,deserves,148,facts,4,fault,63
10563,you re not allowed to think,0,deserves,148,facts,4,fault,63
10564,you re not as dumb as you look,1,comparison,97,facts,4,judgemental,87
10565,you re not as good as him,0,comparison,97,facts,4,judgemental,87
10566,you re not as good as me,1,comparison,97,facts,4,judgemental,87
10567,you re not as good let s be honest i ca not say otherwise,1,comparison,97,facts,4,judgemental,87
10568,you re not being realistic,1,morality,416,facts,4,judgemental,87
10569,you re not but an insect in my to be crushed on the journey toward greater things,0,"labelling,unavailable",414,facts,4,"judgemental,fault",89
10570,you re not committed enough your colleagues stay until 10 o clock at night,0,"morality,comparison",419,facts,4,judgemental,87
10571,you re not cool,1,"morality,labelling",432,facts,4,judgemental,87
10572,you re not curious,1,"generalisation,morality",322,facts,4,judgemental,87
10573,you re not dynamic enough,1,"generalisation,morality,labelling",324,facts,4,judgemental,87
10574,you re not even close,0,"morality,unsolicited",443,facts,4,"judgemental,unsolicited",94
10575,you re not faking it by any chance ?,1,"interpretation,reproach,unsolicited",375,facts,4,"judgemental,fault,unsolicited",90
10576,you re not fit to be in my presence,0,morality,416,facts,4,judgemental,87
10577,you re not fit to be in our family,0,reproach,561,facts,4,fault,63
10578,you re not goind to cry are you ?,0,"reproach,activity,person,location,when,what,why,howmany,negative,realistic",562,"facts,proposals",12,"realistic,negative,fault,unprecise",157
10579,you re not going anywhere,0,"activity,person,location,when,what,why,howmany,negative,realistic",37,proposals,18,"realistic,negative,unprecise",162
10580,you re not going to get us anywhere,1,reproach,561,facts,4,fault,63
10581,you re not going to make a scene about it,1,"morality,unsolicited",443,facts,4,"judgemental,unsolicited",94
10582,you re not going to move forward by being paralyzed with fear,1,unsolicited,635,facts,4,unsolicited,202
10583,you re not good at it,1,"morality,generalisation",425,facts,4,judgemental,87
10584,you re not maintaining the printer properly,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
10585,you re not meant to be,1,unsolicited,635,facts,4,unsolicited,202
10586,you re not motivated enough to be on this team,2,unsolicited,635,facts,4,unsolicited,202
10587,you re not paying attention,2,"generalisation,reproach",334,facts,4,"judgemental,fault",89
10588,you re not perfect either,2,"comparison,generalisation",100,facts,4,judgemental,87
10589,you re not right in the head,1,"morality,reproach",438,facts,4,"judgemental,fault",89
10590,you re not sociable,2,generalisation,303,facts,4,judgemental,87
10591,you re not strong enough to handle your emotions like a real man should give up this job,0,"unsolicited,generalisation",688,facts,4,"judgemental,unsolicited",94
10592,you re not the one who s gonna get us through this,0,morality,416,facts,4,judgemental,87
10593,you re not the one who s gonna make it,0,morality,416,facts,4,judgemental,87
10594,you re not the one who s gonna make it,0,morality,416,facts,4,judgemental,87
10595,you re not the same person i met,1,comparison,97,facts,4,judgemental,87
10596,you re not too bored to do nothing all day ?,0,"reproach,provocation",591,facts,4,"provocation,fault",140
10597,you re not very fast,1,morality,416,facts,4,judgemental,87
10598,you re not very nice,1,morality,416,facts,4,judgemental,87
10599,you re not very smart,1,"labelling,generalisation",386,facts,4,judgemental,87
10600,you re nothing,0,"labelling,generalisation,provocation",388,facts,4,"provocation,judgemental",145
10601,you re nothing but a a copycat,1,"labelling,generalisation",386,facts,4,judgemental,87
10602,you re nothing but a burden,0,"labelling,generalisation",386,facts,4,judgemental,87
10603,you re nothing but a burden,0,"labelling,generalisation",386,facts,4,judgemental,87
10604,you re nothing but a disappointment,1,"labelling,generalisation",386,facts,4,judgemental,87
10605,you re nothing but a fraud,1,"labelling,generalisation",386,facts,4,judgemental,87
10606,you re nothing but a hack,0,"labelling,generalisation",386,facts,4,judgemental,87
10607,you re nothing but a mad dog now are not you ?,0,"labelling,morality",393,facts,4,judgemental,87
10608,you re nothing but a maniac,1,"labelling,generalisation",386,facts,4,judgemental,87
10609,you re nothing but a monster,1,"labelling,generalisation",386,facts,4,judgemental,87
10610,you re nothing but a savage,1,"labelling,generalisation",386,facts,4,judgemental,87
10611,you re nothing but a vain utopian,1,"labelling,generalisation",386,facts,4,judgemental,87
10612,you re nothing more than a terrorist,1,"labelling,generalisation",386,facts,4,judgemental,87
10613,you re nowhere near the level for this,1,"morality,unsolicited",443,facts,4,"judgemental,unsolicited",94
10614,you re obviously right are not you ?,0,"reproach,denial",567,facts,4,fault,63
10615,you re often late lately,1,generalisation,303,facts,4,judgemental,87
10616,you re on edge,2,"morality,empathy",423,facts,4,"empathy,judgemental",29
10617,you re one of those people who is not a good manager,1,generalisation,303,facts,4,judgemental,87
10618,you re only a pawn if you do not know you re being used,1,deserves,148,facts,4,fault,63
10619,you re only after your bike,1,reproach,561,facts,4,fault,63
10620,you re only an assistant chef so you re resentful,1,"empathy,generalisation,labelling",199,facts,4,"empathy,judgemental",29
10621,you re only interested in sex,1,generalisation,303,facts,4,judgemental,87
10622,you re only interested in the big picture and you neglect the details,1,morality,416,facts,4,judgemental,87
10623,you re only moving away,2,morality,416,facts,4,judgemental,87
10624,you re only part of the chain nothing more,1,generalisation,303,facts,4,judgemental,87
10625,you re only with me for my interest,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
10626,you re overreacting,1,morality,416,facts,4,judgemental,87
10627,you re overreacting,1,morality,416,facts,4,judgemental,87
10628,you re overreacting,1,generalisation,303,facts,4,judgemental,87
10629,you re panicking for nothing calm down,1,"generalisation,activity,person,where,when,action,why,howmany,positive,realistic",306,"facts,proposals",12,"realistic,positive,judgemental,unprecise",168
10630,you re pathetic,0,"generalisation,morality",322,facts,4,judgemental,87
10631,you re picking your nose all the time,2,generalisation,303,facts,4,judgemental,87
10632,you re pissing us all off,1,morality,416,facts,4,judgemental,87
10633,you re pitiful,0,morality,416,facts,4,judgemental,87
10634,you re practically holding a knife to my throat,1,"reproach,denial",567,facts,4,fault,63
10635,you re reacting like this because you probably did not get enough sleep last night you must be tired,2,"deserves,interpretation",156,facts,4,"judgemental,fault",89
10636,you re really a bad guy,1,"morality,labelling",432,facts,4,judgemental,87
10637,you re really a bunch of hicks finished with life water,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10638,you re really angry because you d like some respect for your way of seeing things is that it ?,4,"empathy,person,dialogue,location,time,action,objective,howmany,positive,realistic",204,proposals,18,"empathy,realistic,positive,precise",51
10639,you re really looking for the beast,1,reproach,561,facts,4,fault,63
10640,you re really mean,1,"morality,labelling",432,facts,4,judgemental,87
10641,you re really taking the piss out of me,1,"provocation,morality",536,facts,4,"provocation,judgemental",145
10642,you re really too weird,1,"morality,labelling",432,facts,4,judgemental,87
10643,you re really very stupid,0,"morality,labelling",432,facts,4,judgemental,87
10644,you re really vexing,1,morality,416,facts,4,judgemental,87
10645,you re reasonable and rigorous sure but deadly dull,0,"generalisation,morality,labelling",324,facts,4,judgemental,87
10646,you re ridiculous with your friends you re not the same,0,reproach,561,facts,4,fault,63
10647,you re seriously starting to break my balls,0,morality,416,facts,4,judgemental,87
10648,you re shitting me,1,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
10649,you re simply despicable,0,generalisation,303,facts,4,judgemental,87
10650,you re simply the best,4,positivebias,461,facts,4,positivebias,131
10651,you re so annoying,1,"generalisation,labelling",314,facts,4,judgemental,87
10652,you re so boring,0,"generalisation,labelling",314,facts,4,judgemental,87
10653,you re so discouraged by this,1,morality,416,facts,4,judgemental,87
10654,you re so discouraged that one wonders if you have any balls left,0,morality,416,facts,4,judgemental,87
10655,you re so full of yourself that you ll believe any bullshit you hear,1,generalisation,303,facts,4,judgemental,87
10656,you re so immature and condescending grow up,0,"unsolicited,generalisation",688,facts,4,"judgemental,unsolicited",94
10657,you re so incredibly clumsy,1,"generalisation,morality",322,facts,4,judgemental,87
10658,you re so intelligent,4,"generalisation,morality",322,facts,4,judgemental,87
10659,you re so lazy,1,"generalisation,morality",322,facts,4,judgemental,87
10660,you re so sensitive,1,"generalisation,morality",322,facts,4,judgemental,87
10661,you re so stubborn,1,generalisation,303,facts,4,judgemental,87
10662,you re so stupid you can bang your head against the wall,0,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
10663,you re so stupid you eat hay,1,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
10664,you re so stupid you eat hay,0,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
10665,you re so stupid you eat hay,1,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
10666,you re so stupid you make me want to bang my head against the wall,0,"generalisation,provocation,reproach",333,facts,4,"provocation,judgemental,fault",146
10667,you re so stupid you re so stupid,0,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
10668,you re so uptight,1,"generalisation,morality",322,facts,4,judgemental,87
10669,you re so whiny,1,"generalisation,morality",322,facts,4,judgemental,87
10670,you re so wrong everytime,1,generalisation,303,facts,4,judgemental,87
10671,you re spinning around like a broken record you have to stop,1,"generalisation,morality",322,facts,4,judgemental,87
10672,you re still completely pissed off,1,generalisation,303,facts,4,judgemental,87
10673,you re still trying to get noticed,2,generalisation,303,facts,4,judgemental,87
10674,you re stubborn when you re wrong from the beginning,0,denial,129,facts,4,fault,63
10675,you re stupid,1,provocation,494,facts,4,provocation,138
10676,you re such a baby,1,labelling,379,facts,4,judgemental,87
10677,you re such a dirty liar,1,provocation,494,facts,4,provocation,138
10678,you re such a dirty old man,1,"provocation,generalisation",517,facts,4,"provocation,judgemental",145
10679,you re such a jerk,1,provocation,494,facts,4,provocation,138
10680,you re such a lazy sloth,1,labelling,379,facts,4,judgemental,87
10681,you re such a pig you ve messed up everything,0,"labelling,provocation,reproach,denial",404,facts,4,"provocation,judgemental,fault",146
10682,you re such a slap in the face,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10683,you re such a stubborn bastard,1,labelling,379,facts,4,judgemental,87
10684,you re such an impatient ewe,1,"generalisation,labelling",314,facts,4,judgemental,87
10685,you re such an ungrateful person,1,"provocation,labelling",525,facts,4,"provocation,judgemental",145
10686,you re sucking the air out of us,1,provocation,494,facts,4,provocation,138
10687,you re supposed to understand me better than that,1,reproach,561,facts,4,fault,63
10688,you re talking nonsense,1,"labelling,generalisation",386,facts,4,judgemental,87
10689,you re talking nonsense,1,"labelling,generalisation",386,facts,4,judgemental,87
10690,you re talking nonsense,1,labelling,379,facts,4,judgemental,87
10691,you re talking nonsense camille,1,labelling,379,facts,4,judgemental,87
10692,you re telling me you feel like you ca not really trust your friends ?,4,"empathy,fact",188,facts,4,"empathy,fact",13
10693,you re the biggest pain in the ass i ve ever met,1,"comparison,provocation",105,facts,4,"provocation,judgemental",145
10694,you re the cancer that is killing this site,0,"provocation,reproach",541,facts,4,"provocation,fault",140
10695,you re the dummy here,0,"provocation,reproach",541,facts,4,"provocation,fault",140
10696,you re the fool,0,"provocation,reproach",541,facts,4,"provocation,fault",140
10697,you re the kind of person who is in the moonlight,1,labelling,379,facts,4,judgemental,87
10698,you re the kind of person who s insufferable,1,labelling,379,facts,4,judgemental,87
10699,you re the king of dorks,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10700,you re the king of idiots are not you ?,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10701,you re the last bitch,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10702,you re the last of the bastards,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10703,you re the last of the bastards,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10704,you re the last of the fools,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
10705,you re the one screwing up,0,"denial,reproach,provocation",142,facts,4,"provocation,fault",140
10706,you re the one who did not listen to me,1,"denial,reproach",138,facts,4,fault,63
10707,you re the one who makes things up,1,"denial,reproach",138,facts,4,fault,63
10708,you re the one who misspoke,1,"denial,reproach",138,facts,4,fault,63
10709,you re the one who screw up everything here,0,"generalisation,denial,reproach",309,facts,4,"judgemental,fault",89
10710,you re the one who s going to get hurt,0,unsolicited,635,facts,4,unsolicited,202
10711,you re the one who s gonna get hurt,0,unsolicited,635,facts,4,unsolicited,202
10712,you re the one who s mean,1,"reproach,denial",567,facts,4,fault,63
10713,you re the one who s messing with everyone,1,"denial,reproach",138,facts,4,fault,63
10714,you re the problem,1,"reproach,denial",567,facts,4,fault,63
10715,you re the real whore here,0,"provocation,reproach",541,facts,4,"provocation,fault",140
10716,you re the source of all my troubles,1,generalisation,303,facts,4,judgemental,87
10717,you re the worst,1,comparison,97,facts,4,judgemental,87
10718,you re the worst asshole i ve ever met,0,comparison,97,facts,4,judgemental,87
10719,you re the worst disappointment in my life,0,comparison,97,facts,4,judgemental,87
10720,you re the worst macho guy i ve ever met,0,labelling,379,facts,4,judgemental,87
10721,you re tired all the time,1,labelling,379,facts,4,judgemental,87
10722,you re too afraid to look like a man,1,labelling,379,facts,4,judgemental,87
10723,you re too aggressive,1,labelling,379,facts,4,judgemental,87
10724,you re too agitated calm down,1,"labelling,activity,demand,where,when,why,howmany,positive,realistic",380,"facts,proposals",12,"realistic,unprecise,judgemental,demanding,positive",183
10725,you re too annoying,1,labelling,379,facts,4,judgemental,87
10726,you re too anxious,1,labelling,379,facts,4,judgemental,87
10727,you re too attracted to carefree personalities,1,labelling,379,facts,4,judgemental,87
10728,you re too clingy,1,"generalisation,morality",322,facts,4,judgemental,87
10729,you re too clumsy to do this kind of thing,1,"generalisation,morality",322,facts,4,judgemental,87
10730,you re too cold with others,1,"generalisation,morality",322,facts,4,judgemental,87
10731,you re too complicated,1,"generalisation,morality",322,facts,4,judgemental,87
10732,you re too curious,1,"generalisation,morality",322,facts,4,judgemental,87
10733,you re too extroverted,1,"generalisation,morality",322,facts,4,judgemental,87
10734,you re too familiar with people you do not know,1,"generalisation,morality",322,facts,4,judgemental,87
10735,you re too guarded,1,"generalisation,morality",322,facts,4,judgemental,87
10736,you re too impatient,1,"generalisation,morality",322,facts,4,judgemental,87
10737,you re too intraverted,1,"generalisation,morality",322,facts,4,judgemental,87
10738,you re too inward looking,1,"generalisation,morality",322,facts,4,judgemental,87
10739,you re too lazy we only want people who give 300 here,0,morality,416,facts,4,judgemental,87
10740,you re too measured in what you say,1,generalisation,303,facts,4,judgemental,87
10741,you re too much like this,1,labelling,379,facts,4,judgemental,87
10742,you re too much like your father,1,comparison,97,facts,4,judgemental,87
10743,you re too nevrulous so calm down,1,"morality,activity,person,where,time,action,objective,howmany,positive,realistic",418,"facts,proposals",12,"realistic,positive,judgemental,precise",167
10744,you re too nice,1,morality,416,facts,4,judgemental,87
10745,you re too nice,1,morality,416,facts,4,judgemental,87
10746,you re too nonchalant,1,generalisation,303,facts,4,judgemental,87
10747,you re too old for this shit,1,"generalisation,morality",322,facts,4,judgemental,87
10748,you re too over the moon,1,"generalisation,morality",322,facts,4,judgemental,87
10749,you re too reserved,1,morality,416,facts,4,judgemental,87
10750,you re too reticent,1,morality,416,facts,4,judgemental,87
10751,you re too self centered,1,morality,416,facts,4,judgemental,87
10752,you re too self centered,1,morality,416,facts,4,judgemental,87
10753,you re too sensitive,1,"generalisation,morality",322,facts,4,judgemental,87
10754,you re too sensitive to marketing you end up buying things that are useless,2,generalisation,303,facts,4,judgemental,87
10755,you re too smart for that,1,"generalisation,labelling",314,facts,4,judgemental,87
10756,you re too smart for your own good,1,"generalisation,labelling",314,facts,4,judgemental,87
10757,you re too tough on negotiations,1,generalisation,303,facts,4,judgemental,87
10758,you re too upset to get anything interesting out of it,1,unavailable,627,facts,4,fault,63
10759,you re totally apathetic,1,labelling,379,facts,4,judgemental,87
10760,you re totally distressing,1,morality,416,facts,4,judgemental,87
10761,you re totally freaking out,1,morality,416,facts,4,judgemental,87
10762,you re totally high strung,1,labelling,379,facts,4,judgemental,87
10763,you re totally insignificant,1,labelling,379,facts,4,judgemental,87
10764,you re totally uneducated,1,labelling,379,facts,4,judgemental,87
10765,you re trying to get noticed,1,morality,416,facts,4,judgemental,87
10766,you re trying too hard to avoid everyone,2,morality,416,facts,4,judgemental,87
10767,you re unbelievably stupid,1,labelling,379,facts,4,judgemental,87
10768,you re under too much pressure to listen to me,1,morality,416,facts,4,judgemental,87
10769,you re up in my estimation,1,morality,416,facts,4,judgemental,87
10770,you re up to your neck in shit,1,generalisation,303,facts,4,judgemental,87
10771,you re upset that your mum just asked you to share your toys with your little brother are not you ?,4,"empathy,activity,person,where,when,why,action,realistic,positive",182,proposals,18,"empathy,realistic,positive,unprecise",52
10772,you re useless,1,generalisation,303,facts,4,judgemental,87
10773,you re useless,0,generalisation,303,facts,4,judgemental,87
10774,you re wasting everyone s time all the time,0,generalisation,303,facts,4,judgemental,87
10775,you re wasting your time,1,generalisation,303,facts,4,judgemental,87
10776,you re way too angsty,1,morality,416,facts,4,judgemental,87
10777,you re welcome my princess,4,feeling,254,facts,4,feeling,72
10778,you re welcome,4,fact,208,facts,4,fact,56
10779,you re working too hard you ll go crazy,2,unsolicited,635,facts,4,unsolicited,202
10780,you re worse than your mother,0,comparison,97,facts,4,judgemental,87
10781,you re wrong,1,morality,416,facts,4,judgemental,87
10782,you re wrong to be angry,1,morality,416,facts,4,judgemental,87
10783,you re wrong you do not see that i also ask the others to share,2,reproach,561,facts,4,fault,63
10784,you re years away,1,morality,416,facts,4,judgemental,87
10785,you ve become completely hysterical,0,"reproach,provocation",591,facts,4,"provocation,fault",140
10786,you ve been completely neglecting me lately,1,reproach,561,facts,4,fault,63
10787,you ve been finished with alcohol right ?,0,provocation,494,facts,4,provocation,138
10788,you ve been nothing but a killjoy,0,morality,416,facts,4,judgemental,87
10789,you ve been right there helping out wherever and whenever needed for these past few months,4,fact,208,facts,4,fact,56
10790,you ve changed completely,1,"morality,reproach",438,facts,4,"judgemental,fault",89
10791,you ve changed i used to be entitled to romantic things,1,"morality,reproach",438,facts,4,"judgemental,fault",89
10792,you ve completely lost touch with reality,1,morality,416,facts,4,judgemental,87
10793,you ve completely made this story up,1,"reproach,denial",567,facts,4,fault,63
10794,you ve done everything wrong,0,generalisation,303,facts,4,judgemental,87
10795,you ve done it again,1,reproach,561,facts,4,fault,63
10796,you ve forced me into all this crap and now i m the one paying the price,1,denial,129,facts,4,fault,63
10797,you ve gained weight,1,morality,416,facts,4,judgemental,87
10798,you ve given us a shitty job,0,"provocation,reproach",541,facts,4,"provocation,fault",140
10799,you ve gone down in my estimation,0,labelling,379,facts,4,judgemental,87
10800,you ve gone way too far,1,morality,416,facts,4,judgemental,87
10801,you ve got a hard head you ve got to get up early to get something in,0,"provocation,generalisation",517,facts,4,"provocation,judgemental",145
10802,you ve got a lot of nerve,1,morality,416,facts,4,judgemental,87
10803,you ve got air between your ears,0,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
10804,you ve got nothing but wind between your ears,0,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
10805,you ve got nothing in your head,0,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
10806,you ve got room for improvement,1,generalisation,303,facts,4,judgemental,87
10807,you ve got to act like a big man,1,unsolicited,635,facts,4,unsolicited,202
10808,you ve got to be kidding me,2,morality,416,facts,4,judgemental,87
10809,you ve got to calm down,1,"activity,person,when,why,where,howmany,positive,realistic",41,proposals,18,"realistic,positive,unprecise",171
10810,you ve got to do what you want to do,1,generalisation,303,facts,4,judgemental,87
10811,you ve got to learn to take a beating without flinching,1,unsolicited,635,facts,4,unsolicited,202
10812,you ve got to listen to me,1,unsolicited,635,facts,4,unsolicited,202
10813,you ve got to respect good manners,1,unsolicited,635,facts,4,unsolicited,202
10814,you ve got to stop smoking,1,"provocation,unsolicited,activity,demand,who,where,when,why,howmany,negative,realistic",551,"facts,proposals",12,"negative,unsolicited,realistic,unprecise,provocation,demanding",127
10815,you ve got what i need,4,positivebias,461,facts,4,positivebias,131
10816,you ve literally ruined everything i ve prepared,1,reproach,561,facts,4,fault,63
10817,you ve managed to shut me up,1,denial,129,facts,4,fault,63
10818,you ve misplaced the closet,1,generalisation,303,facts,4,judgemental,87
10819,you ve never been able to,1,generalisation,303,facts,4,judgemental,87
10820,you ve never been able to make me come,1,generalisation,303,facts,4,judgemental,87
10821,you ve put on too much weight,1,generalisation,303,facts,4,judgemental,87
10822,you ve put on weight,0,labelling,379,facts,4,judgemental,87
10823,you ve ruined all the good work i ve done with your bullshit,1,"denial,reproach,provocation",142,facts,4,"provocation,fault",140
10824,you ve ruined everything,1,generalisation,303,facts,4,judgemental,87
10825,you ve seen the others,1,comparison,97,facts,4,judgemental,87
10826,you ve seen your face,0,provocation,494,facts,4,provocation,138
10827,you ve smoked too much junk again,1,"generalisation,morality",322,facts,4,judgemental,87
10828,you d like me to know that what you want is what all parents want for their children ?,4,empathy,176,facts,4,empathy,11
10829,you d like more americans to be aware of the enormity of the suffering here and to look more deeply at the consequences of our political actions ?,4,empathy,176,facts,4,empathy,11
10830,you d like to have been more assertive than you were ?,5,empathy,176,"facts,proposals",12,empathy,11
10831,you ll be happy to hear that we were selected,4,positivebias,461,facts,4,positivebias,131
10832,you ll find the report attached,4,fact,208,facts,4,fact,56
10833,you re all alone and confused,1,"generalisation,labelling",314,facts,4,judgemental,87
10834,you re all that i need,4,positivebias,461,facts,4,positivebias,131
10835,you re always late,1,generalisation,303,facts,4,judgemental,87
10836,you re always messing up,0,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
10837,you re always on my mind,4,generalisation,303,facts,4,judgemental,87
10838,you re an arrogant wanker so go to hell,0,provocation,494,facts,4,provocation,138
10839,you re as useless as the ay in okay,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
10840,you re being irrational,2,labelling,379,facts,4,judgemental,87
10841,you re being unrealistic we could never tell the physicians that we were frightened,1,"labelling,generalisation",386,facts,4,judgemental,87
10842,you re breathtaking,4,positivebias,461,facts,4,positivebias,131
10843,you re disgusting,1,labelling,379,facts,4,judgemental,87
10844,you re disgusting,0,labelling,379,facts,4,judgemental,87
10845,you re everything to me,4,generalisation,303,facts,4,judgemental,87
10846,you re frustrated because you wish you could have articulated yourself better at the time ?,5,"empathy,fact",188,facts,4,"empathy,fact",13
10847,you re getting angry again,1,"morality,empathy",423,facts,4,"empathy,judgemental",29
10848,you re going to cause your father and me to have a heart attack if you keep that job you simply have to find different work,1,"unsolicited,deserves",681,facts,4,"fault,unsolicited",66
10849,you re going to get hurt if you don t do what i say,1,"provocation,deserves",512,facts,4,"provocation,fault",140
10850,you re gonna get a lesson,1,"provocation,deserves",512,facts,4,"provocation,fault",140
10851,you re imagining things,2,interpretation,355,facts,4,judgemental,87
10852,you re just over sensitive,2,"labelling,morality",393,facts,4,judgemental,87
10853,you re just paranoid,2,"labelling,morality",393,facts,4,judgemental,87
10854,you re mesmerizing,4,"generalisation,labelling",314,facts,4,judgemental,87
10855,you re misunderstanding me,1,morality,416,facts,4,judgemental,87
10856,you re my best friend,4,positivebias,461,facts,4,positivebias,131
10857,you re my dream come true,4,positivebias,461,"facts,emotions",5,positivebias,131
10858,you re my favorite part of every day i m so glad i get to spend all of it adoring you,4,positivebias,461,"facts,emotions",5,positivebias,131
10859,you re my one and only,4,positivebias,461,"facts,emotions",5,positivebias,131
10860,you re my partner in crime,2,"labelling,generalisation",386,facts,4,judgemental,87
10861,you re not a good team player,1,morality,416,facts,4,judgemental,87
10862,you re not as stupid as you sound you re not as dumb as you look,0,"labelling,comparison",382,facts,4,judgemental,87
10863,you re not listening to me,1,"reproach,interpretation",585,facts,4,"judgemental,fault",89
10864,you re not ugly you re just not someone to look at,0,"provocation,generalisation",517,facts,4,"provocation,judgemental",145
10865,you re paranoid,1,"generalisation,labelling",314,facts,4,judgemental,87
10866,you re perfection,4,positivebias,461,facts,4,positivebias,131
10867,you re precious to me,4,positivebias,461,"facts,emotions",5,positivebias,131
10868,you re reading too much into this,2,morality,416,facts,4,judgemental,87
10869,you re so fake barbie is jealous,0,"comparison,provocation",105,facts,4,"provocation,judgemental",145
10870,you re so fake you make barbie look real,0,"generalisation,labelling,provocation",317,facts,4,"provocation,judgemental",145
10871,you re so much smarter when you don t speak,0,"unsolicited,provocation",710,facts,4,"provocation,unsolicited",151
10872,you re so selfish,1,"generalisation,labelling",314,facts,4,judgemental,87
10873,you re so thin skinned,2,"generalisation,labelling",314,facts,4,judgemental,87
10874,you re so ugly that on halloween you don t even have to dress up,0,provocation,494,facts,4,provocation,138
10875,you re so ugly that you wouldn t even look at yourself either,0,provocation,494,facts,4,provocation,138
10876,you re so ugly when your mum took you to the hospital the first doctor she met told her please i m not a veterinary doctor,0,provocation,494,facts,4,provocation,138
10877,you re so ugly a sniper wouldn t take you out,0,morality,416,facts,4,judgemental,87
10878,are you suggesting ed that you would like us to suspend or expel kids from the school ?,4,clarity,86,facts,4,empathy,11
